transaction_id,account_id,transaction_date,transaction_time,amount,merchant_name,merchant_category,location,card_present,fraud_type,risk_score
TXN001010,ACC35622,2025-10-16,23:22:08,1693.14,Crypto Exchange Max,Cryptocurrency,Chicago IL USA,false,counterfeit_merchant,97
TXN001011,ACC83918,2025-11-01,16:57:13,988.06,Finance Direct,Financial Services,Nairobi Kenya,false,skimming_attack,88
TXN001012,ACC57859,2025-10-27,23:21:05,1981.86,Bitcoin Hub,Cryptocurrency,Berlin Germany,false,card_testing,83
TXN001013,ACC31476,2025-10-28,16:43:45,415.26,Shopping Express,Retail,Buenos Aires Argentina,false,identity_theft,87
TXN001014,ACC46530,2025-11-13,14:01:25,8343.12,Online Casino Games,Gambling,Singapore,true,recurring_fraud,95
TXN001015,ACC89728,2025-10-27,16:26:12,436.26,International Wire Transfer,Financial Services,Moscow Russia,false,account_takeover,76
TXN001016,ACC53172,2025-11-03,08:49:33,6190.80,Hotel Booking Express,Travel,Cairo Egypt,false,duplicate_location,94
TXN001017,ACC16036,2025-10-15,00:49:36,8911.47,Style Boutique,Fashion,Hong Kong,false,recurring_fraud,93
TXN001018,ACC15668,2025-10-19,06:13:23,6322.72,Finance Direct,Financial Services,Mumbai India,false,unauthorized_transaction,91
TXN001019,ACC72073,2025-11-13,20:03:14,1368.72,Precious Stones Co,Jewelry,Singapore,false,chargeback_fraud,91
TXN001020,ACC93761,2025-10-21,22:21:10,240.01,Retail Galaxy,Retail,Mumbai India,false,duplicate_location,93
TXN001021,ACC32301,2025-10-29,21:46:12,1745.31,Trendy Wear,Fashion,Nairobi Kenya,false,wire_fraud,90
TXN001022,ACC59232,2025-10-30,06:52:55,209.38,Digital World,Electronics,So Paulo Brazil,false,unauthorized_transaction,94
TXN001023,ACC55892,2025-11-10,09:08:07,490.49,Lucky Games Online,Gambling,Tokyo Japan,false,stolen_card,98
TXN001024,ACC43331,2025-10-16,00:33:37,1281.26,Web Services Plus,Online Services,London UK,false,identity_theft,93
TXN001025,ACC51914,2025-10-22,01:04:31,2815.59,Digital World,Electronics,Lagos Nigeria,false,wire_fraud,90
TXN001026,ACC92640,2025-10-23,18:53:46,1763.29,Airline Tickets Global,Travel,Malta,false,friendly_fraud,96
TXN001027,ACC56476,2025-10-30,03:48:39,1389.71,Crypto Market Pro,Cryptocurrency,Malta,false,counterfeit_merchant,79
TXN001028,ACC81174,2025-11-10,14:42:38,1838.44,Hotel Booking Express,Travel,Vancouver Canada,false,synthetic_identity,95
TXN001029,ACC64012,2025-10-18,19:47:32,1546.30,Cloud Services,Online Services,Houston TX USA,false,phishing_scam,91
TXN001030,ACC38217,2025-11-08,01:18:59,241.91,Premium Electronics,Electronics,Istanbul Turkey,false,account_takeover,92
TXN001031,ACC24939,2025-10-16,01:53:17,3125.47,Travel Agency Pro,Travel,Sydney Australia,false,account_takeover,93
TXN001032,ACC66314,2025-11-07,21:11:00,1431.63,Airline Tickets Global,Travel,Moscow Russia,false,unauthorized_transaction,98
TXN001033,ACC71414,2025-11-10,17:30:36,446.63,Travel Agency Pro,Travel,Rome Italy,false,chargeback_fraud,98
TXN001034,ACC84685,2025-11-01,19:21:27,5247.55,Finance Direct,Financial Services,Nairobi Kenya,false,unauthorized_transaction,95
TXN001035,ACC90661,2025-10-17,14:58:59,728.51,Fashion Elite,Fashion,Tokyo Japan,false,skimming_attack,94
TXN001036,ACC63992,2025-10-23,15:42:36,821.90,Casino Royal,Gambling,Malta,false,chargeback_fraud,88
TXN001037,ACC58499,2025-11-11,22:16:34,298.81,Designer Handbags,Fashion,Malta,false,skimming_attack,98
TXN001038,ACC10175,2025-10-22,21:37:34,732.97,Retail Galaxy,Retail,Buenos Aires Argentina,true,recurring_fraud,85
TXN001039,ACC50146,2025-10-19,06:08:26,606.58,Digital Platform,Online Services,London UK,false,card_not_present,98
TXN001040,ACC34340,2025-11-04,23:31:48,6868.65,Crypto Exchange Max,Cryptocurrency,Beijing China,false,recurring_fraud,86
TXN001041,ACC44978,2025-10-29,07:46:37,339.67,Poker Masters,Gambling,London UK,true,stolen_card,96
TXN001042,ACC65537,2025-10-20,14:10:26,6887.94,ATM Withdrawal,Cash,Tokyo Japan,false,stolen_card,88
TXN001043,ACC40189,2025-10-16,11:29:17,3029.92,Retail Galaxy,Retail,Melbourne Australia,false,unauthorized_transaction,88
TXN001044,ACC79543,2025-11-08,00:18:33,1736.06,Crypto Market Pro,Cryptocurrency,Nairobi Kenya,false,chargeback_fraud,99
TXN001045,ACC90186,2025-11-13,14:22:39,1442.26,Hotel Booking Express,Travel,London UK,false,card_testing,91
TXN001046,ACC16827,2025-10-15,20:51:51,1427.53,Crypto Exchange Max,Cryptocurrency,Houston TX USA,false,stolen_card,99
TXN001047,ACC24212,2025-11-12,04:27:43,1183.09,International Wire Transfer,Financial Services,Cairo Egypt,false,account_takeover,86
TXN001048,ACC44743,2025-10-19,14:56:54,4293.55,Crypto Market Pro,Cryptocurrency,Chicago IL USA,false,account_takeover,86
TXN001049,ACC65687,2025-11-04,03:23:00,5879.36,Style Boutique,Fashion,Lagos Nigeria,false,friendly_fraud,87
TXN001050,ACC35090,2025-10-25,13:49:03,450.17,Money Withdrawal,Cash,New York NY USA,false,synthetic_identity,98
TXN001051,ACC95079,2025-10-26,23:02:16,822.64,Subscription Services Pro,Online Services,Moscow Russia,true,counterfeit_merchant,98
TXN001052,ACC35252,2025-10-15,23:17:11,642.42,Gold & Gems,Jewelry,Los Angeles CA USA,false,recurring_fraud,90
TXN001053,ACC48553,2025-10-18,10:05:07,570.62,Money Withdrawal,Cash,Lagos Nigeria,false,recurring_fraud,98
TXN001054,ACC42473,2025-10-20,03:53:07,318.72,Bitcoin Hub,Cryptocurrency,Tokyo Japan,false,stolen_card,94
TXN001055,ACC27130,2025-10-29,03:27:51,547.84,International Wire Transfer,Financial Services,Paris France,false,wire_fraud,86
TXN001056,ACC99951,2025-11-03,07:53:49,479.56,Cloud Services,Online Services,Buenos Aires Argentina,false,chargeback_fraud,91
TXN001057,ACC42346,2025-11-05,01:14:43,353.73,Electronics Express,Electronics,Mumbai India,false,recurring_fraud,89
TXN001058,ACC74930,2025-10-27,22:42:45,143.42,Travel Agency Pro,Travel,Los Angeles CA USA,false,account_takeover,98
TXN001059,ACC32077,2025-10-25,15:23:24,256.05,Digital Coin Trade,Cryptocurrency,Istanbul Turkey,false,duplicate_location,85
TXN001060,ACC18820,2025-11-14,09:12:27,1807.02,Tech Gadgets Pro,Electronics,Rome Italy,false,chargeback_fraud,70
TXN001061,ACC62709,2025-11-06,05:04:22,1437.83,Tech Haven,Electronics,Beijing China,false,phishing_scam,87
TXN001062,ACC62403,2025-11-11,22:28:56,1788.03,International Wire Transfer,Financial Services,Madrid Spain,false,identity_theft,98
TXN001063,ACC90963,2025-10-18,15:32:41,9510.04,Hotel Booking Express,Travel,London UK,false,unauthorized_transaction,76
TXN001064,ACC31752,2025-10-28,04:42:24,4524.02,Casino Royal,Gambling,Toronto Canada,false,counterfeit_merchant,99
TXN001065,ACC88063,2025-10-19,01:55:13,1273.12,Style Boutique,Fashion,Chicago IL USA,false,card_not_present,98
TXN001066,ACC34779,2025-11-14,01:26:15,2865.61,Global Payments,Financial Services,Melbourne Australia,false,card_not_present,85
TXN001067,ACC18916,2025-10-23,13:35:37,820.43,Cloud Services,Online Services,Lagos Nigeria,false,card_testing,92
TXN001068,ACC78906,2025-10-15,22:00:27,1651.73,Crypto Exchange Max,Cryptocurrency,Cairo Egypt,false,chargeback_fraud,91
TXN001069,ACC20077,2025-11-14,07:20:12,1566.33,SuperMart Online,Retail,Seoul South Korea,false,duplicate_location,90
TXN001070,ACC79784,2025-10-22,18:03:44,1589.19,SuperMart Online,Retail,Tokyo Japan,false,account_takeover,86
TXN001071,ACC28022,2025-11-14,09:38:56,6526.36,Luxury Watches Ltd,Jewelry,London UK,true,unauthorized_transaction,92
TXN001072,ACC64077,2025-10-17,23:45:29,1074.86,Finance Direct,Financial Services,Lagos Nigeria,false,recurring_fraud,89
TXN001073,ACC94407,2025-10-20,06:42:11,1236.23,Casino Royal,Gambling,Cairo Egypt,false,account_takeover,93
TXN001074,ACC76928,2025-10-18,15:56:08,589.72,SuperMart Online,Retail,Cairo Egypt,true,counterfeit_merchant,98
TXN001075,ACC23304,2025-11-04,21:08:58,197.23,International Wire Transfer,Financial Services,Seoul South Korea,false,skimming_attack,85
TXN001076,ACC18644,2025-11-02,19:40:54,1024.26,Retail Galaxy,Retail,Singapore,false,identity_theft,93
TXN001077,ACC94597,2025-11-06,02:22:40,1150.29,Fashion Elite,Fashion,Cairo Egypt,false,unauthorized_transaction,88
TXN001078,ACC77399,2025-10-28,22:12:51,1482.12,Hotel Booking Express,Travel,So Paulo Brazil,false,card_not_present,88
TXN001079,ACC91531,2025-10-25,04:17:06,248.55,Airline Tickets Global,Travel,Vancouver Canada,false,account_takeover,97
TXN001080,ACC22990,2025-10-28,10:31:23,1216.19,Shopping Express,Retail,Seoul South Korea,false,duplicate_location,98
TXN001081,ACC36323,2025-10-29,00:00:54,2556.18,Gadget Store,Electronics,Mexico City Mexico,false,identity_theft,91
TXN001082,ACC13642,2025-11-01,03:09:47,693.91,Money Withdrawal,Cash,Houston TX USA,false,unauthorized_transaction,81
TXN001083,ACC33601,2025-10-20,20:41:01,9478.33,Money Transfer Plus,Financial Services,Tokyo Japan,true,card_not_present,87
TXN001084,ACC83694,2025-10-23,06:18:15,278.30,ATM Withdrawal,Cash,So Paulo Brazil,false,recurring_fraud,90
TXN001085,ACC74075,2025-11-09,17:01:01,1120.51,Online Casino Games,Gambling,Berlin Germany,false,friendly_fraud,88
TXN001086,ACC84225,2025-10-22,02:03:29,154.48,Trendy Wear,Fashion,Melbourne Australia,false,synthetic_identity,92
TXN001087,ACC67347,2025-10-17,10:45:27,6961.71,Jewel Paradise,Jewelry,Istanbul Turkey,false,phishing_scam,75
TXN001088,ACC54262,2025-11-12,19:12:39,3445.27,Bet Palace,Gambling,So Paulo Brazil,false,account_takeover,99
TXN001089,ACC69674,2025-10-16,15:27:00,8343.38,SuperMart Online,Retail,London UK,false,counterfeit_merchant,95
TXN001090,ACC15961,2025-10-17,19:59:01,9437.10,Finance Direct,Financial Services,Chicago IL USA,false,unauthorized_transaction,92
TXN001091,ACC25855,2025-11-02,16:07:07,1292.17,Casino Royal,Gambling,Madrid Spain,true,synthetic_identity,78
TXN001092,ACC67956,2025-11-12,19:35:38,7172.51,Crypto Market Pro,Cryptocurrency,Vancouver Canada,false,chargeback_fraud,94
TXN001093,ACC26907,2025-10-25,02:37:04,8453.82,Precious Stones Co,Jewelry,Melbourne Australia,false,duplicate_location,88
TXN001094,ACC29150,2025-11-12,15:57:42,8581.31,Web Services Plus,Online Services,Paris France,true,card_not_present,88
TXN001095,ACC57595,2025-10-25,07:59:29,470.81,Retail Galaxy,Retail,Mumbai India,false,skimming_attack,97
TXN001096,ACC78130,2025-11-05,18:05:25,8075.54,Digital Platform,Online Services,Moscow Russia,false,wire_fraud,99
TXN001097,ACC17764,2025-10-24,13:53:56,1536.85,Lucky Games Online,Gambling,Moscow Russia,true,synthetic_identity,95
TXN001098,ACC61998,2025-11-02,10:51:29,2633.35,Cloud Services,Online Services,Toronto Canada,false,duplicate_location,89
TXN001099,ACC11105,2025-10-24,16:01:56,1033.19,Cash Advance,Cash,Rome Italy,false,recurring_fraud,92
TXN001100,ACC17418,2025-10-18,09:36:35,8046.39,Retail Galaxy,Retail,Dubai UAE,false,recurring_fraud,86
TXN001101,ACC52783,2025-10-17,01:43:33,450.80,Diamond Gallery,Jewelry,New York NY USA,true,card_testing,84
TXN001102,ACC71428,2025-10-25,06:23:11,1862.21,Online Casino Games,Gambling,Hong Kong,false,recurring_fraud,95
TXN001103,ACC15509,2025-11-06,10:17:08,81.83,Shopping Express,Retail,Dubai UAE,false,stolen_card,98
TXN001104,ACC85568,2025-11-04,17:54:55,355.95,Shopping Express,Retail,Beijing China,false,friendly_fraud,98
TXN001105,ACC87401,2025-11-13,14:29:03,1966.05,Lucky Games Online,Gambling,Cairo Egypt,false,stolen_card,87
TXN001106,ACC55975,2025-11-14,01:40:57,1225.31,Precious Stones Co,Jewelry,Buenos Aires Argentina,false,friendly_fraud,98
TXN001107,ACC20589,2025-11-14,23:13:30,581.40,Online Casino Games,Gambling,Los Angeles CA USA,false,counterfeit_merchant,94
TXN001108,ACC82693,2025-10-20,05:56:00,2720.49,Casino Royal,Gambling,New York NY USA,false,unauthorized_transaction,88
TXN001109,ACC64234,2025-10-24,01:32:10,492.55,Global Payments,Financial Services,Nairobi Kenya,false,recurring_fraud,98
TXN001110,ACC18690,2025-10-19,11:31:38,62.26,ATM Withdrawal,Cash,Paris France,false,account_takeover,97
TXN001111,ACC92919,2025-10-17,09:03:56,662.32,Web Services Plus,Online Services,Istanbul Turkey,false,chargeback_fraud,91
TXN001112,ACC34136,2025-11-14,18:44:13,512.45,Retail Galaxy,Retail,Vancouver Canada,true,account_takeover,87
TXN001113,ACC71721,2025-11-09,18:47:19,9628.92,ATM Withdrawal,Cash,Los Angeles CA USA,false,counterfeit_merchant,87
TXN001114,ACC95803,2025-11-10,01:48:52,145.46,Digital Platform,Online Services,Istanbul Turkey,false,unauthorized_transaction,99
TXN001115,ACC29839,2025-10-30,23:35:00,5078.29,Diamond Gallery,Jewelry,Istanbul Turkey,false,wire_fraud,87
TXN001116,ACC82530,2025-11-07,04:23:58,5661.42,Hotel Booking Express,Travel,Vancouver Canada,false,account_takeover,93
TXN001117,ACC91664,2025-11-09,12:39:24,1426.03,Gadget Store,Electronics,Toronto Canada,false,duplicate_location,94
TXN001118,ACC73639,2025-10-17,21:32:59,1276.30,SuperMart Online,Retail,Beijing China,false,friendly_fraud,90
TXN001119,ACC59597,2025-10-29,11:38:08,2046.16,Global Payments,Financial Services,London UK,false,phishing_scam,86
TXN001120,ACC24129,2025-10-22,14:05:33,943.74,Retail Galaxy,Retail,Madrid Spain,false,chargeback_fraud,86
TXN001121,ACC17606,2025-10-28,04:10:14,191.51,Tech Haven,Electronics,Madrid Spain,false,stolen_card,99
TXN001122,ACC70121,2025-11-14,03:59:33,158.08,Gadget Store,Electronics,Vancouver Canada,true,recurring_fraud,88
TXN001123,ACC10324,2025-10-18,07:15:53,360.98,Bitcoin Hub,Cryptocurrency,Istanbul Turkey,true,friendly_fraud,95
TXN001124,ACC12257,2025-11-04,14:18:26,8040.77,Poker Masters,Gambling,Los Angeles CA USA,false,duplicate_location,95
TXN001125,ACC59129,2025-11-09,01:06:21,143.95,Money Withdrawal,Cash,So Paulo Brazil,false,chargeback_fraud,85
TXN001126,ACC18933,2025-11-06,17:59:48,350.58,SuperMart Online,Retail,Rome Italy,false,synthetic_identity,98
TXN001127,ACC49334,2025-11-13,02:23:01,1890.36,Cloud Services,Online Services,Tokyo Japan,false,account_takeover,91
TXN001128,ACC92206,2025-11-04,06:17:23,320.72,Airline Tickets Global,Travel,Cairo Egypt,true,chargeback_fraud,86
TXN001129,ACC41467,2025-10-19,09:52:05,951.70,International Wire Transfer,Financial Services,Vancouver Canada,false,wire_fraud,96
TXN001130,ACC26230,2025-11-08,12:49:11,7976.53,Digital Coin Trade,Cryptocurrency,Dubai UAE,false,unauthorized_transaction,96
TXN001131,ACC38313,2025-10-20,03:11:39,970.58,International Wire Transfer,Financial Services,Beijing China,true,chargeback_fraud,85
TXN001132,ACC47059,2025-11-10,11:32:37,4856.08,Digital Coin Trade,Cryptocurrency,Melbourne Australia,false,account_takeover,96
TXN001133,ACC87515,2025-11-03,18:56:40,426.62,Global Payments,Financial Services,Malta,false,stolen_card,95
TXN001134,ACC30020,2025-10-29,00:23:37,412.89,Crypto Market Pro,Cryptocurrency,Chicago IL USA,false,unauthorized_transaction,91
TXN001135,ACC84089,2025-11-09,22:35:06,910.46,Digital World,Electronics,Toronto Canada,false,chargeback_fraud,92
TXN001136,ACC29193,2025-10-20,08:42:30,1621.48,Diamond Gallery,Jewelry,Paris France,false,friendly_fraud,91
TXN001137,ACC91395,2025-10-21,12:03:00,691.04,Hotel Booking Express,Travel,Rome Italy,false,card_not_present,91
TXN001138,ACC54932,2025-11-11,21:16:01,1654.30,Airline Tickets Global,Travel,Tokyo Japan,false,recurring_fraud,94
TXN001139,ACC18966,2025-10-21,14:33:53,741.87,International Wire Transfer,Financial Services,Mumbai India,false,account_takeover,97
TXN001140,ACC21163,2025-10-19,10:25:13,5629.55,Travel Agency Pro,Travel,Chicago IL USA,true,unauthorized_transaction,95
TXN001141,ACC78163,2025-10-30,17:14:54,1944.20,Jewel Paradise,Jewelry,Malta,false,chargeback_fraud,99
TXN001142,ACC43353,2025-10-21,08:34:45,1547.86,Retail Galaxy,Retail,Mumbai India,true,stolen_card,90
TXN001143,ACC26209,2025-10-31,11:37:22,408.14,Retail Galaxy,Retail,Mexico City Mexico,true,phishing_scam,91
TXN001144,ACC61926,2025-10-29,16:30:13,209.41,Finance Direct,Financial Services,Cairo Egypt,false,identity_theft,93
TXN001145,ACC25191,2025-11-01,07:59:59,947.00,Cash Advance,Cash,Mexico City Mexico,false,chargeback_fraud,93
TXN001146,ACC57771,2025-10-20,23:36:46,6451.95,Cloud Services,Online Services,Malta,true,phishing_scam,79
TXN001147,ACC28281,2025-11-06,13:44:46,542.08,Style Boutique,Fashion,Vancouver Canada,true,stolen_card,86
TXN001148,ACC28503,2025-10-21,22:17:27,2716.43,Hotel Booking Express,Travel,Toronto Canada,false,skimming_attack,95
TXN001149,ACC94741,2025-10-30,06:23:49,1389.70,Tech Gadgets Pro,Electronics,Lagos Nigeria,false,synthetic_identity,95
TXN001150,ACC66354,2025-11-14,06:02:23,1299.22,Digital Platform,Online Services,Los Angeles CA USA,false,synthetic_identity,88
TXN001151,ACC85632,2025-10-31,12:53:18,1559.75,Subscription Services Pro,Online Services,Cairo Egypt,false,unauthorized_transaction,90
TXN001152,ACC40876,2025-10-18,21:19:57,871.52,Jewel Paradise,Jewelry,Rome Italy,false,wire_fraud,96
TXN001153,ACC31414,2025-10-27,17:47:51,1449.59,Shopping Express,Retail,Buenos Aires Argentina,false,phishing_scam,98
TXN001154,ACC12756,2025-10-31,00:38:58,747.38,Electronics Express,Electronics,New York NY USA,false,wire_fraud,93
TXN001155,ACC16945,2025-10-22,09:51:00,417.21,International Wire Transfer,Financial Services,Cairo Egypt,true,friendly_fraud,86
TXN001156,ACC49912,2025-10-21,04:55:10,1634.50,Shopping Express,Retail,Chicago IL USA,false,synthetic_identity,93
TXN001157,ACC62616,2025-10-16,02:34:32,5337.19,Shopping Express,Retail,Los Angeles CA USA,false,duplicate_location,93
TXN001158,ACC38649,2025-11-13,16:48:07,1233.51,SuperMart Online,Retail,Singapore,false,card_not_present,96
TXN001159,ACC68562,2025-11-06,23:24:42,1188.07,Money Withdrawal,Cash,Paris France,false,card_testing,86
TXN001160,ACC26796,2025-11-11,01:23:50,1147.07,Hotel Booking Express,Travel,Moscow Russia,false,identity_theft,95
TXN001161,ACC44719,2025-11-06,01:23:04,5013.29,Retail Galaxy,Retail,Houston TX USA,false,friendly_fraud,85
TXN001162,ACC19528,2025-11-09,01:02:18,800.81,Travel Agency Pro,Travel,Hong Kong,false,wire_fraud,95
TXN001163,ACC86012,2025-10-23,19:49:09,7346.33,Designer Handbags,Fashion,Istanbul Turkey,false,identity_theft,89
TXN001164,ACC20723,2025-11-07,03:10:49,1260.38,ATM Withdrawal,Cash,Melbourne Australia,true,skimming_attack,70
TXN001165,ACC87453,2025-11-06,10:28:30,1485.08,Money Withdrawal,Cash,Mumbai India,false,card_not_present,94
TXN001166,ACC25322,2025-11-06,04:53:41,597.70,Cash Advance,Cash,Los Angeles CA USA,false,counterfeit_merchant,86
TXN001167,ACC46563,2025-10-27,04:31:23,1899.02,Poker Masters,Gambling,So Paulo Brazil,false,phishing_scam,97
TXN001168,ACC71171,2025-11-14,02:29:10,8523.59,ATM Withdrawal,Cash,Singapore,true,synthetic_identity,92
TXN001169,ACC81987,2025-10-21,22:23:39,3446.34,Crypto Market Pro,Cryptocurrency,Seoul South Korea,true,card_testing,88
TXN001170,ACC88113,2025-10-16,16:08:34,8991.88,Bitcoin Hub,Cryptocurrency,Tokyo Japan,false,card_not_present,93
TXN001171,ACC32745,2025-10-27,12:21:18,2081.44,Cash Advance,Cash,Seoul South Korea,false,card_testing,92
TXN001172,ACC35275,2025-10-17,21:01:15,1784.03,SuperMart Online,Retail,Chicago IL USA,false,friendly_fraud,86
TXN001173,ACC49131,2025-11-13,17:25:38,1933.73,Travel Agency Pro,Travel,Malta,false,wire_fraud,91
TXN001174,ACC58721,2025-11-04,02:33:46,9420.91,Precious Stones Co,Jewelry,Buenos Aires Argentina,true,stolen_card,88
TXN001175,ACC87412,2025-11-08,02:15:56,243.80,Digital Platform,Online Services,Beijing China,false,chargeback_fraud,92
TXN001176,ACC63543,2025-11-01,22:54:49,7108.70,Airline Tickets Global,Travel,Mexico City Mexico,false,recurring_fraud,84
TXN001177,ACC74537,2025-10-16,02:44:50,2632.04,Precious Stones Co,Jewelry,Mexico City Mexico,false,stolen_card,92
TXN001178,ACC47076,2025-11-05,00:26:34,372.18,Luxury Watches Ltd,Jewelry,Buenos Aires Argentina,false,unauthorized_transaction,90
TXN001179,ACC39677,2025-11-02,06:42:32,9535.24,Retail Galaxy,Retail,Sydney Australia,false,identity_theft,85
TXN001180,ACC34040,2025-11-08,23:23:39,3966.13,Money Transfer Plus,Financial Services,Malta,false,identity_theft,73
TXN001181,ACC10007,2025-10-15,00:40:18,1694.98,ATM Withdrawal,Cash,Mumbai India,false,card_testing,88
TXN001182,ACC35254,2025-11-04,07:57:49,2600.72,Digital World,Electronics,Toronto Canada,false,card_testing,87
TXN001183,ACC70623,2025-10-29,18:16:42,205.24,Hotel Booking Express,Travel,Paris France,false,card_testing,94
TXN001184,ACC97489,2025-11-06,19:32:02,7157.63,Subscription Services Pro,Online Services,Malta,false,counterfeit_merchant,90
TXN001185,ACC72575,2025-11-04,20:21:32,2470.41,Bitcoin Hub,Cryptocurrency,Rome Italy,false,identity_theft,97
TXN001186,ACC97530,2025-10-16,14:37:01,8229.58,Diamond Gallery,Jewelry,Singapore,false,account_takeover,98
TXN001187,ACC35066,2025-10-23,06:26:03,1403.27,Digital World,Electronics,Mumbai India,false,duplicate_location,94
TXN001188,ACC19174,2025-10-23,04:30:55,1371.40,Money Transfer Plus,Financial Services,Malta,false,recurring_fraud,98
TXN001189,ACC46062,2025-11-11,13:37:07,6219.19,Trendy Wear,Fashion,Rome Italy,false,wire_fraud,92
TXN001190,ACC11441,2025-10-26,17:09:13,9916.17,Cash Advance,Cash,London UK,false,phishing_scam,94
TXN001191,ACC41733,2025-10-24,16:00:38,931.96,Tech Gadgets Pro,Electronics,Madrid Spain,false,stolen_card,97
TXN001192,ACC28212,2025-10-18,21:04:44,1858.29,SuperMart Online,Retail,Lagos Nigeria,false,friendly_fraud,93
TXN001193,ACC11406,2025-11-08,06:54:45,1712.44,Cash Advance,Cash,Toronto Canada,false,chargeback_fraud,86
TXN001194,ACC76189,2025-10-31,15:00:40,1985.12,Crypto Market Pro,Cryptocurrency,Nairobi Kenya,false,phishing_scam,87
TXN001195,ACC42575,2025-10-24,16:49:00,6486.36,Cash Advance,Cash,Los Angeles CA USA,false,synthetic_identity,89
TXN001196,ACC31071,2025-10-16,23:44:33,1330.19,Digital Platform,Online Services,Berlin Germany,false,chargeback_fraud,98
TXN001197,ACC48173,2025-10-19,10:28:10,1968.33,Cash Advance,Cash,Toronto Canada,false,identity_theft,92
TXN001198,ACC19664,2025-11-11,18:59:21,452.68,Lucky Games Online,Gambling,Beijing China,true,counterfeit_merchant,86
TXN001199,ACC88935,2025-11-04,16:27:03,1893.46,Electronics Express,Electronics,Singapore,false,friendly_fraud,92
TXN001200,ACC80916,2025-11-14,02:46:23,1881.57,Bitcoin Hub,Cryptocurrency,Rome Italy,false,card_not_present,98
TXN001201,ACC63356,2025-10-16,22:01:16,6791.03,Lucky Games Online,Gambling,Houston TX USA,false,card_testing,97
TXN001202,ACC19741,2025-10-24,11:26:12,261.67,Global Payments,Financial Services,Melbourne Australia,false,stolen_card,85
TXN001203,ACC67910,2025-10-20,03:58:47,1698.26,Finance Direct,Financial Services,Toronto Canada,false,phishing_scam,87
TXN001204,ACC88622,2025-10-30,08:04:03,8786.13,Tech Haven,Electronics,Cairo Egypt,false,skimming_attack,86
TXN001205,ACC25464,2025-10-22,15:12:15,9561.96,Digital Coin Trade,Cryptocurrency,Moscow Russia,false,counterfeit_merchant,87
TXN001206,ACC89447,2025-11-05,01:41:22,1573.01,Money Withdrawal,Cash,Buenos Aires Argentina,false,recurring_fraud,91
TXN001207,ACC93340,2025-10-25,22:02:07,453.13,Travel Agency Pro,Travel,Rome Italy,true,identity_theft,99
TXN001208,ACC97977,2025-10-15,10:51:46,1412.41,Precious Stones Co,Jewelry,Singapore,false,account_takeover,92
TXN001209,ACC63178,2025-11-08,06:41:06,4484.63,Luxury Watches Ltd,Jewelry,Hong Kong,false,chargeback_fraud,91
TXN001210,ACC61360,2025-11-05,02:23:32,309.28,ATM Withdrawal,Cash,Mumbai India,false,card_not_present,85
TXN001211,ACC26143,2025-10-22,08:48:51,441.67,Subscription Services Pro,Online Services,So Paulo Brazil,true,skimming_attack,93
TXN001212,ACC32108,2025-10-30,11:27:05,523.08,Crypto Market Pro,Cryptocurrency,Istanbul Turkey,true,skimming_attack,72
TXN001213,ACC27293,2025-10-25,18:46:13,1164.60,Precious Stones Co,Jewelry,So Paulo Brazil,false,identity_theft,95
TXN001214,ACC51581,2025-11-09,06:26:53,1225.99,ATM Withdrawal,Cash,Tokyo Japan,false,synthetic_identity,77
TXN001215,ACC33812,2025-11-06,14:06:26,64.97,Gold & Gems,Jewelry,Lagos Nigeria,false,stolen_card,75
TXN001216,ACC42705,2025-10-15,14:31:05,862.22,Digital Platform,Online Services,Rome Italy,false,wire_fraud,93
TXN001217,ACC58779,2025-10-20,14:35:33,1915.63,Jewel Paradise,Jewelry,Lagos Nigeria,false,phishing_scam,94
TXN001218,ACC94216,2025-11-09,11:26:06,857.96,Crypto Exchange Max,Cryptocurrency,Toronto Canada,false,identity_theft,99
TXN001219,ACC18234,2025-11-01,00:40:30,1914.73,Lucky Games Online,Gambling,New York NY USA,false,synthetic_identity,94
TXN001220,ACC77285,2025-11-03,11:52:45,5933.38,Cash Advance,Cash,New York NY USA,false,wire_fraud,74
TXN001221,ACC92264,2025-10-16,08:06:59,263.35,Digital Platform,Online Services,Seoul South Korea,false,phishing_scam,95
TXN001222,ACC88407,2025-11-13,10:15:43,1737.39,Cash Advance,Cash,Vancouver Canada,true,identity_theft,93
TXN001223,ACC54227,2025-11-12,08:08:13,1308.05,Designer Handbags,Fashion,Melbourne Australia,false,identity_theft,93
TXN001224,ACC29464,2025-10-17,19:14:57,2847.21,Money Withdrawal,Cash,Madrid Spain,false,card_not_present,87
TXN001225,ACC13126,2025-10-18,05:48:58,1204.18,Electronics Express,Electronics,Singapore,true,card_testing,85
TXN001226,ACC14021,2025-11-06,04:20:05,421.61,Luxury Watches Ltd,Jewelry,Toronto Canada,false,account_takeover,97
TXN001227,ACC12153,2025-11-14,22:57:45,576.61,Bet Palace,Gambling,Houston TX USA,false,card_not_present,72
TXN001228,ACC43997,2025-11-01,05:19:03,4857.68,Retail Galaxy,Retail,Malta,true,card_not_present,95
TXN001229,ACC97891,2025-11-05,04:58:25,1921.91,ATM Withdrawal,Cash,Berlin Germany,false,recurring_fraud,98
TXN001230,ACC23459,2025-11-12,17:27:17,9243.27,Travel Agency Pro,Travel,Moscow Russia,true,chargeback_fraud,93
